Total_Packets,Total_Time
1,0.6261786690010922
2,0.53827781000291
10,1.2067077559913741
50,5.276361067997641
100,21.393983368994668
250,34.62895224901149
500,65.02792148799927
1000,151.79149727200274
2500,373.2005149480101
5000,833.7590572459885
7000,978.1271611360135
10000,1475.4680986240128
